Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Domestic risk factors for increased rodent abundance in a Lassa fever endemic  region of rural Upper Guinea.,"Clark, Julia; Yakob, Laith; Douno, Moussa; Lamine, Joseph; Magassouba, N 'Faly; Fichet-Calvet, Elisabeth; Mari-Saez, Almudena","Lassa fever (LF) is a viral haemorrhagic fever endemic in West Africa and spread  primarily by the multimammate rat, Mastomys natalensis. As there is no vaccine, reduction of rodent-human transmission is essential for disease control. As the household is thought to be a key site of transmission, understanding domestic risk factors for M. natalensis abundance is crucial. Rodent captures in conjunction with domestic surveys were carried out in 6 villages in an area of rural Upper Guinea with high LF endemicity. 120 rodent traps were set in rooms along a transect in each village for three nights, and the survey was administered in each household on the transects. This study was able to detect several domestic risk factors for increased rodent abundance in rural Upper Guinea. Regression analysis demonstrated that having > 8 holes (RR = 1.8 [1.0004-3.2, p = 0.048), the presence of rodent burrows (RR = 2.3 [1.6-3.23, p = 0.000003), and being in a multi-room square building (RR = 2.0 [1.3-2.9], p = 0.001) were associated with increased rodent abundance. The most addressable of these may be rodent burrows, as burrow patching is a relatively simple process that may reduce rodent entry. Further study is warranted to explicitly link domestic rodent abundance to LF risk, to better characterize domestic risk factors, and to evaluate how household rodent-proofing interventions could contribute to LF control.",2021,10//,Scientific reports,11,1,20698-20698,,10.1038/s41598-021-00113-z,,#2840,Clark 2021,Exclusion reason: 3 wrong pathogen / epi not main focus; Juliette Unwin (2023-09-05 17:33:56)(Select): risks for rodents not Lassa; ,""
Serosurvey on healthcare personnel caring for patients with Ebola virus disease  and Lassa virus in the United States.,"Kraft, Colleen S; Mehta, Aneesh K; Varkey, Jay B; Lyon, G Marshall; Vanairsdale, Sharon; Bell, Sonia; Burd, Eileen M; Sexton, Mary Elizabeth; Cassidy, Leslie Anne; Olinger, Patricia; Rengarajan, Kalpana; Raabe, Vanessa N; Davis, Emily; Henderson, Scott; DesRoches, Paula; Xu, Yongxian; Mulligan, Mark J; Ribner, Bruce S","OBJECTIVE: Healthcare personnel (HCP) were recruited to provide serum samples,  which were tested for antibodies against Ebola or Lassa virus to evaluate for asymptomatic seroconversion. SETTING: From 2014 to 2016, 4 patients with Ebola virus disease (EVD) and 1 patient with Lassa fever (LF) were treated in the Serious Communicable Diseases Unit (SCDU) at Emory University Hospital. Strict infection control and clinical biosafety practices were implemented to prevent nosocomial transmission of EVD or LF to HCP. PARTICIPANTS: All personnel who entered the SCDU who were required to measure their temperatures and complete a symptom questionnaire twice daily were eligible. RESULTS: No employee developed symptomatic EVD or LF. EVD and LF antibody studies were performed on sera samples from 42 HCP. The 6 participants who had received investigational vaccination with a chimpanzee adenovirus type 3 vectored Ebola glycoprotein vaccine had high antibody titers to Ebola glycoprotein, but none had a response to Ebola nucleoprotein or VP40, or a response to LF antigens. CONCLUSIONS: Patients infected with filoviruses and arenaviruses can be managed successfully without causing occupation-related symptomatic or asymptomatic infections. Meticulous attention to infection control and clinical biosafety practices by highly motivated, trained staff is critical to the safe care of patients with an infection from a special pathogen.",2020,04//,Infection control and hospital epidemiology,41,4,385-390,,10.1017/ice.2019.349,,#2853,Kraft 2020,Exclusion reason: 4 case report/study; ,""
Households as hotspots of Lassa fever? Assessing the spatial distribution of  Lassa virus-infected rodents in rural villages of Guinea.,"Mariën, Joachim; Lo Iacono, Giovanni; Rieger, Toni; Magassouba, Nfaly; Günther, Stephan; Fichet-Calvet, Elisabeth","The Natal multimammate mouse (Mastomys natalensis) is the reservoir host of Lassa  virus (LASV), an arenavirus that causes Lassa haemorrhagic fever in humans in West Africa. While previous studies suggest that spillover risk is focal within rural villages due to the spatial behaviour of the rodents, the level of clustering was never specifically assessed. Nevertheless, detailed information on the spatial distribution of infected rodents would be highly valuable to optimize LASV-control campaigns, which are limited to rodent control or interrupting human-rodent contact considering that a human vaccine is not available. Here, we analysed data from a four-year field experiment to investigate whether LASV-infected rodents cluster in households in six rural villages in Guinea. Our analyses were based on the infection status (antibody or PCR) and geolocation of rodents (n = 864), and complemented with a phylogenetic analysis of LASV sequences (n = 119). We observed that the majority of infected rodents were trapped in a few houses (20%) and most houses were rodent-free at a specific point in time (60%). We also found that LASV strains circulating in a specific village were polyphyletic with respect to neighbouring villages, although most strains grouped together at the sub-village level and persisted over time. In conclusion, our results suggest that: (i) LASV spillover risk is heterogeneously distributed within villages in Guinea; (ii) viral elimination in one particular village is unlikely if rodents are not controlled in neighbouring villages. Such spatial information should be incorporated into eco-epidemiological models that assess the cost-efficiency of LASV control strategies.",2020,12//,Emerging microbes & infections,9,1,1055-1064,,10.1080/22221751.2020.1766381,,#2882,Mariën 2020,Exclusion reason: 3 wrong pathogen / epi not main focus; Juliette Unwin (2023-09-05 22:19:43)(Select): rodent study; ,""
"Circulation of Lassa virus across the endemic Edo-Ondo axis, Nigeria, with  cross-species transmission between multimammate mice.","Adesina, Adetunji Samuel; Oyeyiola, Akinlabi; Obadare, Adeoba; Igbokwe, Joseph; Abejegah, Chukwuyem; Akhilomen, Patience; Bangura, Umaru; Asogun, Danny; Tobin, Ekaete; Ayodeji, Olufemi; Osoniyi, Omolaja; Davis, Chris; Thomson, Emma C; Pahlmann, Meike; Günther, Stephan; Fichet-Calvet, Elisabeth; Olayemi, Ayodeji","We phylogenetically compared sequences of the zoonotic Lassa virus (LASV)  obtained from Mastomys rodents in seven localities across the highly endemic Edo and Ondo States within Nigeria. Sequencing 1641 nt from the S segment of the virus genome, we resolved clades within lineage II that were either limited to Ebudin and Okhuesan in Edo state (2g-beta) or along Owo-Okeluse-Ifon in Ondo state (2g-gamma). We also found clades within Ekpoma, a relatively large cosmopolitan town in Edo state, that extended into other localities within Edo (2g-alpha) and Ondo (2g-delta). LASV variants from M. natalensis within Ebudin and Ekpoma in Edo State (dated approximately 1961) were more ancient compared to those from Ondo state (approximately 1977), suggesting a broadly east-west virus migration across south-western Nigeria; a pattern not always consistent with LASV sequences derived from humans in the same localities. Additionally, in Ebudin and Ekpoma, LASV sequences between M. natalensis and M. erythroleucus were interspersed on the phylogenetic tree, but those from M. erythroleucus were estimated to emerge more recently (approximately 2005). Overall, our results show that LASV amplification in certain localities (reaching a prevalence as high as 76% in Okeluse), anthropogenically-aided spread of rodent-borne variants amidst the larger towns (involving communal accommodation such as student hostels), and virus-exchange between syntopic M. natalensis and M. erythroleucus rodents (as the latter, a savanna species, encroaches southward into the degraded forest) pose perpetual zoonotic hazard across the Edo-Ondo Lassa fever belt, threatening to accelerate the dissemination of the virus into non endemic areas.",2023,12//,Emerging microbes & infections,12,1,2219350-2219350,,10.1080/22221751.2023.2219350,,#2898,Adesina 2023,"Exclusion reason: 3 wrong pathogen / epi not main focus; David Jorgensen (2023-08-22 01:26:51)(Select): Phylo but only in rats, could be nice for a future phylo model though; David Jorgensen (2023-08-16 19:42:03)(Screen): think it only covers rats but check full text; ",Phylogenetic studies (e.g. source-sink)
An exploration of the protective effect of rodent species richness on the  geographical expansion of Lassa fever in West Africa.,"Min, Kyung-Duk; Hwang, Jusun; Schneider, Maria Cristina; So, Yeonghwa; Lee, Ju-Yeun; Cho, Sung-Il","BACKGROUND: Lassa fever (LF) is one of the most devastating rodent-borne diseases  in West Africa, causing thousands of deaths annually. The geographical expansion of LF is also a concern; cases were recently identified in Ghana and Benin. Previous ecological studies have suggested that high natural-host biodiversity reduces the likelihood of spillover transmission of rodent-borne diseases, by suppressing the activities of reservoir species. However, the association of biodiversity with the geographical expansion of LF has not been the subject of epidemiological studies. METHODOLOGY/PRINCIPAL FINDINGS: We conducted a spatial analysis based on sociodemographic, geographical, and ecological data, and found that higher rodent species richness was significantly associated with a lower risk of LF emergence in West Africa from 2008 to 2017 (Odds Ratio = 0.852, 95% Credible Interval = 0.745-0.971). CONCLUSIONS/SIGNIFICANCE: The results reinforce the importance of the 'One Health' approach by demonstrating that a high level of biodiversity could benefit human health.",2021,02//,PLoS neglected tropical diseases,15,2,e0009108-e0009108,,10.1371/journal.pntd.0009108,,#2946,Min 2021,"Exclusion reason: 3 wrong pathogen / epi not main focus; David Jorgensen (2023-08-25 23:49:55)(Select): risk factors
; ",""
"Public health response to two imported, epidemiologically related cases of Lassa  fever in the Netherlands (ex Sierra Leone), November 2019.","Overbosch, Femke; de Boer, Mark; Veldkamp, Karin Ellen; Ellerbroek, Pauline; Bleeker-Rovers, Chantal P; Goorhuis, Bram; van Vugt, Michele; van der Eijk, Annemiek; Leenstra, Tjalling; Khargi, Martin; Ros, Jeanette; Brandwagt, Diederik; Haverkate, Manon; Swaan, Corien; Reusken, Chantal; Timen, Aura; Koopmans, Marion; van Dissel, Jaap","On 20 November 2019, Lassa fever was diagnosed in a physician repatriated from  Sierra Leone to the Netherlands. A second physician with suspected Lassa fever, repatriated a few days later from the same healthcare facility, was confirmed infected with Lassa virus on 21 November. Comprehensive contact monitoring involving high- and low-risk contacts proved to be feasible and follow-up of the contacts did not reveal any case of secondary transmission in the Netherlands.",2020,04//,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European  communicable disease bulletin,25,15,,,10.2807/1560-7917.ES.2020.25.15.2000265,,#2957,Overbosch 2020,Exclusion reason: 4 case report/study; ,""
Epidemiology and case-control study of Lassa fever outbreak in Nigeria from 2018  to 2019.,"Ipadeola, Oladipupo; Furuse, Yuki; Ilori, Elsie A; Dan-Nwafor, Chioma C; Akabike, Kachikwulu O; Ahumibe, Anthony; Ukponu, Winifred; Bakare, Lawal; Joseph, Gbenga; Saleh, Muhammad; Muwanguzi, Esther Namukose; Olayinka, Adebola; Namara, Geoffrey; Naidoo, Dhamari; Iniobong, Akanimo; Amedu, Michael; Ugbogulu, Nkem; Makava, Favour; Adeoye, Olawunmi; Uzoho, Chukwuemeka; Anueyiagu, Chimezie; Okwor, Tochi J; Mba, Nwando G; Akano, Adejoke; Ogunniyi, Abiodun; Mohammed, Amina; Adeyemo, Ayodele; Ugochukwu, Dike K; Agogo, Emmanuel; Ihekweazu, Chikwe",,2020,05//,The Journal of infection,80,5,578-606,,10.1016/j.jinf.2019.12.020,,#3037,Ipadeola 2020,Exclusion reason: 7 not peer reviewed; ,Letter to editor
"Descriptive epidemiology of Lassa fever in Nigeria, 2012-2017.","Okoro, Onyebuchi Augustine; Bamgboye, Eniola; Dan-Nwafor, Chioma; Umeokonkwo, Chukwuma; Ilori, Elsie; Yashe, Rimamdeyati; Balogun, Muhammad; Nguku, Patrick; Ihekweazu, Chikwe","INTRODUCTION: Lassa fever, an acute viral hemorrhagic zoonotic disease is endemic  in some parts of Nigeria. The disease alert and outbreak threshold are known; however, there has been a shift from the previous seasonal transmission pattern to an all year-round transmission. We described data on Lassa fever and highlighted the magnitude of the disease over a six-year period. METHODS: we conducted a secondary data analyses of Lassa fever specific surveillance data from the Integrated Disease Surveillance and Response (IDSR) records of all states in Nigeria over a six-year period (2012-2017). RESULTS: a total of 5974 suspected cases were reported within the study period; of these, 759 (12.7%) were confirmed by laboratory diagnosis. Highest number of cases was recorded in 2012. Edo and Ondo states in the southern region of the country were mostly affected within the study period. The seasonal trend of Lassa fever cases showed peaks within January to March, except for year 2015. CONCLUSION: there was a high burden of Lassa fever in Nigeria especially in the southern part. Lassa fever transmission occurs all year-round with peaks in January and March. There is need to develop preparedness plans and define thresholds for Lassa fever epidemic.",2020,//,The Pan African medical journal,37,,15-15,,10.11604/pamj.2020.37.15.21160,,#3040,Okoro 2020,Exclusion reason: 5 no report of parameters ; ,""
"52 Years of Lassa Fever Outbreaks in Nigeria, 1969-2020: An Epidemiologic  Analysis of the Temporal and Spatial Trends.","Agbonlahor, Dennis E; Akpede, George O; Happi, Christian T; Tomori, Oyewale","The year 2020 made 52 years since the first report of Lassa fever (LF) outbreaks  from Nigeria, but what progress has been made in its control? We sought to answer this through an epidemiologic analysis of the temporal and spatial trends of the outbreaks from 1969 to 2020. The analysis showed an overall strengthening of the outbreaks, hallmarked by the change from irregular to regular annual and from limited local to nationwide outbreaks, while there was a sharp contrast between the upward trend in case numbers and downward trend in case fatality. Pending the availability of effective vaccines, greater effort is required to reverse the upward trend in case numbers and sustain the downward trend in case fatality. We discuss the factors associated with the observed trends as well as the prerequisites for further improvements.",2021,08//,The American journal of tropical medicine and hygiene,105,4,974-985,,10.4269/ajtmh.20-1160,,#3043,Agbonlahor 2021,Exclusion reason: 6 not original estimates/ primary data; ,review
New methodologies for the estimation of population vulnerability to diseases: a  case study of Lassa fever and Ebola in Nigeria and Sierra Leone.,"Kajero, Olumayowa; Del Rio Vilas, Victor; Wood, James L N; Lo Iacono, Giovanni","Public health practitioners require measures to evaluate how vulnerable  populations are to diseases, especially for zoonoses (i.e. diseases transmitted from animals to humans) given their pandemic potential. These measures would be valuable to support strategic and operational decision making and allocation of resources. Although vulnerability is well defined for natural hazards, for public health threats the concept remains undetermined. Here, we develop new methodologies to: (i) quantify the impact of zoonotic diseases and the capacity of countries to cope with these diseases, and (ii) combine these two measures (impact and capacity) into one overall vulnerability indicator. The adaptive capacity is calculated from estimations of disease mortality, although the method can be adapted for diseases with no or low mortality but high morbidity. As an example, we focused on the vulnerability of Nigeria and Sierra Leone to Lassa Fever and Ebola. We develop a simple analytical form that can be used to estimate vulnerability scores for different spatial units of interest, e.g. countries or regions. We show how some populations can be highly vulnerable despite low impact threats. We finally outline future research to more comprehensively inform vulnerability with the incorporation of relevant factors depicting local heterogeneities (e.g. bio-physical and socio-economic factors). This article is part of the theme issue 'Modelling infectious disease outbreaks in humans, animals and plants: epidemic forecasting and control'. This theme issue is linked with the earlier issue 'Modelling infectious disease outbreaks in humans, animals and plants: approaches and important themes'.",2019,07//,"Philosophical transactions of the Royal Society of London. Series B, Biological  sciences",374,1776,20180265-20180265,,10.1098/rstb.2018.0265,,#3050,Kajero 2019,Exclusion reason: 5 no report of parameters ; David Jorgensen (2023-08-30 20:43:14)(Select): included but is a strange model without normal epi parameters reported; ,""
Lassa fever in pregnancy: a systematic review and meta-analysis.,"Kayem, Nzelle D; Benson, Charlotte; Aye, Christina Y L; Barker, Sarah; Tome, Mariana; Kennedy, Stephen; Ariana, Proochista; Horby, Peter","Lassa fever is a zoonotic infection endemic to West Africa and is known to have  adverse effects in pregnancy. We sought to synthesize and critically appraise currently available evidence on the effects of Lassa fever in pregnancy. An exhaustive bibliographic search from dates of inception to 30 September 2019 yielded 13 studies, from which individual patient data were extracted. The absolute risk of maternal death associated with Lassa fever was estimated at 33.73% (95% CI 22.05 to 46.42%, I2=72.40%, p=0.0014). The relative risk of death in pregnant women compared with non-pregnant women was estimated at 2·86 (95% CI 1.77 to 4.63, I2=27.27%, p=0.239). The formal gap analysis shows imprecise data on the risk of Lassa-related maternal and perinatal mortality and insufficient data for other pregnancy outcomes. The currently available evidence for the use of ribavirin in pregnant patients is not conclusive. With a threefold increased risk of mortality, there is a need to prioritize pregnant women as a special subgroup of interest for Lassa research. Robust prospective studies estimating the true incidence of adverse maternal and perinatal outcomes and randomized controlled trials to evaluate the efficacy of therapeutics for maternal Lassa virus infection are urgently needed.",2020,05//,Transactions of the Royal Society of Tropical Medicine and Hygiene,114,5,385-396,,10.1093/trstmh/traa011,,#3052,Kayem 2020,"Exclusion reason: 6 not original estimates/ primary data; David Jorgensen (2023-08-16 23:43:58)(Screen): systematic review
; ",review
Fifty years of imported Lassa fever: a systematic review of primary and secondary  cases.,"Wolf, Timo; Ellwanger, Regina; Goetsch, Udo; Wetzstein, Nils; Gottschalk, Rene","RATIONALE FOR SYSTEMATIC REVIEW: Lassa fever is the most common cause of imported  haemorrhagic fevers cases in non-endemic countries. As a disease with a high case fatality rate that has regularly caused clusters of nosocomial transmission in endemic areas, prompt diagnosis is vital. We conducted a systematic review of imported cases of the last 50 years with the aim of defining the clinical and epidemiological characteristics that will enhance early diagnosis, prompt initiation of treatment and an appropriate public health response to Lassa fever cases. METHODS: We performed a retrospective, systematic review of 36 primary and two secondary cases of Lassa fever in non-endemic countries outside West Africa by searching the PubMed database. This yielded 56 relevant publications that were included in our analysis. RESULTS: The case fatality rate of 35.1% for imported cases was higher than that reported for endemic countries. The majority of patients showed clinical features consistent with Lassa fever and had a typical exposure. There was a considerable delay in diagnosis in imported cases with high associated numbers of contacts. Ribavirin was rarely used for post-exposure prophylaxis. Only two secondary transmissions occurred. Thirty-one percent of patients received Lassa fever-specific treatment and five required intensive care. CONCLUSIONS: Although importation of Lassa fever to non-endemic countries is a rare event, it has repeatedly happened over five decades. Suspicion of Lassa fever should be based on careful consideration of clinical features and exposure history in order to assist early diagnosis in returning travellers from West Africa.",2020,07//,Journal of travel medicine,27,4,,,10.1093/jtm/taaa035,,#3066,Wolf 2020,Exclusion reason: 6 not original estimates/ primary data; David Jorgensen (2023-08-16 18:59:22)(Screen): systematic - check for inclusion criteria; ,review
Phylogenetic and Mutational Analysis of Lassa Virus Strains Isolated in Nigeria:  Proposal for an In Silico Study.,"Kolawole, Daniel; Raji, Hayatu; Okeke, Malachy Ifeanyi","BACKGROUND: In 2018, the total number of Lassa fever cases in Nigeria was  significantly higher than that observed in previous years. Hence, studies had attempted to determine the underlying cause. However, reports using phylogenetic methods to analyze this finding ruled out the emergence of potentially more transmissible Lassa virus strains or an increase in human-to-human viral transmission as the cause underlying the increase in cases. Two years later, the situation seems even worse as the number of confirmed cases has reached an all-time high according to situational reports released by the Nigerian Center for Disease Control. OBJECTIVE: Considering the increasing trend of Lassa fever cases and related mortality, the major objective of this study is to map mutations within the genomes of Lassa virus isolates from 2018 and 2019 using the reference sequence available at the National Center for Biotechnology Information as a benchmark and compare them to the genomes of viruses isolated during 1969-2017. This study would also attempt to identify a viral marker gene for easier identification and grouping. Finally, the time-scaled evolution of Lassa virus in Nigeria will be reconstructed. METHODS: After collecting the sequence data of Lassa virus isolates, Bayesian phylogenetic trees, a sequence identity matrix, and a single nucleotide polymorphism matrix will be generated using BEAST (version 2.6.2), Base-By-Base, and DIVEIN (a web-based tool for variant calling), respectively. RESULTS: Mining and alignment of Lassa virus genome sequences have been completed, while mutational analysis and the reconstruction of time-scaled maximum clade credibility trees, congruence tests for inferred segments, and gene phylogeny analysis are ongoing. CONCLUSIONS: The findings of this study would further the current knowledge of the evolutionary history of the Lassa virus in Nigeria and would document the mutations in Nigerian isolates from 1969 to 2019. INTERNATIONAL REGISTERED REPORT IDENTIFIER (IRRID): DERR1-10.2196/23015.",2021,03//,JMIR research protocols,10,3,e23015-e23015,,10.2196/23015,,#3451,Kolawole 2021,Exclusion reason: 5 no report of parameters ; ,""
Molecular confirmation and phylogeny of Lassa fever virus in Benin Republic  2014-2016.,"Salu, Olumuyiwa B; James, Ayorinde B; Bankolé, Honoré S; Agbla, Jijoho M; Da Silva, Magloire; Gbaguidi, Fernand; Loko, Christian F; Omilabu, Sunday A","BACKGROUND: The changing epidemiology of the Lassa virus from endemic areas to  other parts of West Africa has been reported. However, there have been no documented Lassa fever transmission chains in the Benin Republic. Two outbreaks of Lassa fever (November 2014 and January 2016) in the Benin Republic were characterised by a high number of deaths (more than 50%) among 27 confirmed and other unconfirmed cases. OBJECTIVES: We report the detection, confirmation and relatedness of the Lassa virus strains from the Benin Republic with other isolates within the West African Sub-region. METHODS: A total of 70 blood samples (16 from 2014 and 54 from 2016) from suspected cases with signs and symptoms suggestive of viral haemorrhagic fever were received for molecular analysis at the Centre for Human and Zoonotic Virology, College of Medicine, University of Lagos and the Lagos University Teaching Hospital. With the detection of the Lassa virus RNA by reverse transcriptase polymerase chain reaction, sequencing and phylogenetic analyses were performed using the Sanger dideoxy sequencing technology platform and the MEGA6 software. RESULTS: S segments of the Lassa virus RNA genome were detected in 5 (7.1%) of the 70 samples analysed. Sequencing and a phylogenetic tree construction confirmed that the strain of Lassa virus had close relationships with strains previously isolated from Nigeria. CONCLUSION: We confirmed the presence of the Lassa virus in the Benin Republic, with 2 strains having molecular epidemiological links with Lineage I and II strains from Nigeria. To reduce the likelihood of outbreaks, there is a need for heightened awareness and strengthened surveillance systems about Lassa fever, particularly in the sub-region.",2019,//,African journal of laboratory medicine,8,1,803-803,,10.4102/ajlm.v8i1.803,,#3532,Salu 2019,Exclusion reason: 5 no report of parameters ; David Jorgensen (2023-08-16 19:29:02)(Screen): only 5 sequences reconstructed; ,Phylogenetic studies (e.g. source-sink)
Aseptic Meningitis Caused by Lassa Virus: Case Series Report.,"Okokhere, Peter O; Bankole, Idowu A; Iruolagbe, Christopher O; Muoebonam, Benard E; Okonofua, Martha O; Dawodu, Simeon O; Akpede, George O","The Lassa virus is known to cause disease in different organ systems of the human  body, with varying clinical manifestations. The features of severe clinical disease may include bleeding and/or central nervous system manifestations. Whereas Lassa fever encephalopathy and encephalitis are well described in the literature, there is paucity of data on Lassa virus meningitis. We present the clinical description, laboratory diagnosis, and management of 4 consecutive cases of aseptic meningitis associated with Lassa virus infection without bleeding seen in a region of Nigeria known to be endemic for both the reservoir rodent and Lassa fever. The 4 patients recovered fully following intravenous ribavirin treatment and suffered no neurologic complications.",2016,//,Case reports in neurological medicine,2016,,1978461-1978461,,10.1155/2016/1978461,,#3546,Okokhere 2016,Exclusion reason: 4 case report/study; ,""
"Detection of Lassa virus in wild rodent feces: Implications for Lassa fever  burden within households in the endemic region of Faranah, Guinea.","Wood, Rebekah; Bangura, Umaru; Mariën, Joachim; Douno, Moussa; Fichet-Calvet, Elisabeth","Lassa arenavirus (LASV) is the cause of Lassa Fever in humans in West Africa. The  multimammate mouse (Mastomys natalensis) is a reservoir host of LASV and the primary source of human infections. Humans are assumed to become infected due to contact with this animal or its excretions. Thus far, the available literature does not describe the sampling of feces as a means to detect LASV in M. natalensis populations. More evidence is needed to know if feces of naturally infected M. natalensis can be LASV-positive and an exposure risk to humans. This study sampled feces deposits in households from three villages in the LASV-endemic region of Faranah, Guinea. PCR analysis found 10 out of 88 samples to be positive for LASV, and sequencing showed clustering to previously identified Yarawelia and Dalafilani strains. We conclude that feces sampling is a viable, non-invasive method for the determination and sequencing of LASV strains.",2021,12//,"One health (Amsterdam, Netherlands)",13,,100317-100317,,10.1016/j.onehlt.2021.100317,,#3556,Wood 2021,Exclusion reason: 5 no report of parameters ; Juliette Unwin (2023-09-02 00:32:09)(Select): don't think any parameters we want to extract; ,""
Novel Tools for Lassa Virus Surveillance in Peri-domestic Rodents.,"Smither, Allison R; Koninga, James; Kanneh, Franklyn B; Foday, Momoh; Boisen, Matthew L; Bond, Nell G; Momoh, Mambu; Demby Sandi, John; Kanneh, Lansana; Alhasan, Foday; Mustapha Kanneh, Ibrahim; Yillah, Mohamed S; Grant, Donald S; Bush, Duane J; Nelson, Diana K S; Cruz, Kaitlin M; Klitting, Raphaëlle; Pauthner, Matthias; Andersen, Kristian G; Shaffer, Jeffrey G; Cross, Robert W; Schieffelin, John S; Garry, Robert F","BACKGROUND: Lassa fever (LF) is a rodent-borne disease endemic to West Africa. In  the absence of licensed therapeutics or vaccines, rodent exclusion from living spaces remains the primary method of preventing LF. Zoonotic surveillance of Lassa virus (LASV), the etiologic agent of LF, can assess the burden of LASV in a region and guide public health measures against LF. METHODS: In this study, we adapted commercially available LASV human diagnostics to assess the prevalence of LASV in peri-domestic rodents in Eastern Sierra Leone. Small mammal trapping was conducted in Kenema district, Sierra Leone between November 2018-July 2019. LASV antigen was detected using a commercially available LASV NP antigen rapid diagnostic test. LASV IgG antibodies against LASV nucleoprotein (NP) and glycoprotein (GP) were tested by adapting a commercially available semi-quantitative enzyme linked immunosorbent assay (ELISA) for detection of mouse-related and rat-related species IgG. FINDINGS: Of the 373 tested specimens, 74 (20%) tested positive for LASV antigen. 40 (11%) specimens tested positive for LASV NP IgG, while an additional 12 (3%) specimens only tested positive for LASV GP IgG. Simultaneous antigen presence and IgG antibody presence was linked in Mastomys sp . specimens ( p < 0.01), but not Rattus sp . specimens ( p = 1). Despite the link between antigen presence and IgG antibody presence in Mastomys sp ., the strength of antigen response did not correlate with the strength of IgG response to either GP IgG or NP IgG. INTERPRETATION: The tools developed in this study can aid in the generation of valuable public health data for rapid field assessment of LASV burden during outbreak investigations and general LASV surveillance. FUNDING: Funding for this work was supported by the National Institute of Allergy and Infectious Diseases National Institute of Health, Department of Health and Human Services under the following grants: International Collaboration in Infectious Disease Research on Lassa fever and Ebola - ICIDR - U19 AI115589, Consortium for Viral Systems Biology - CViSB - 5U19AI135995, West African Emerging Infectious Disease Research Center - WARN-ID - U01AI151812, West African Center for Emerging Infectious Diseases: U01AI151801.",2023,03//,medRxiv : the preprint server for health sciences,,,,,10.1101/2023.03.17.23287380,,#3568,Smither 2023,Exclusion reason: 3 wrong pathogen / epi not main focus; Christian Morgenstern (2023-08-23 03:52:12)(Screen): pre-print; ,Prevalence in vectors
Determining Ancestry between Rodent- and Human-Derived Virus Sequences in Endemic  Foci: Towards a More Integral Molecular Epidemiology of Lassa Fever within West Africa.,"Olayemi, Ayodeji; Adesina, Adetunji Samuel; Strecker, Thomas; Magassouba, N'Faly; Fichet-Calvet, Elisabeth","Lassa fever is a viral hemorrhagic illness responsible for thousands of human  deaths in West Africa yearly. Rodents are known as natural reservoirs of the causative Lassa mammarenavirus (LASV) while humans are regarded as incidental, spill-over hosts. Analysis of genetic sequences continues to add to our understanding of the evolutionary history, emergence patterns, and the epidemiology of LASV. Hitherto, the source of data in such investigations has mainly comprised human clinical samples. Presently, a rise in the quantity of virus strains accessed through ecological studies over the last 15 years now allows us to explore how LASV sequences obtained from rodents might affect phylogenetic patterns. In this study, we phylogenetically compared LASV sequences obtained from both rodents and humans across West Africa, including those from two localities highly endemic for the disease: Ekpoma in Nigeria and Kenema in Sierra Leone. We performed a time-calibrated phylogeny, using a Bayesian analysis on 198 taxa, including 102 sequences from rodents and 96 from humans. Contrary to expectation, our results show that LASV strains detected in humans within these localities, even those sampled recently, are consistently ancient to those circulating in rodents in the same area. We discuss the possibilities connected to this preliminary outcome. We also propose modalities to guide more comprehensive comparisons of human and rodent data in LASV molecular epidemiological studies.",2020,02//,Biology,9,2,,,10.3390/biology9020026,,#3573,Olayemi 2020,Exclusion reason: 5 no report of parameters ; ,""
Modeling the Lassa fever outbreak synchronously occurring with cholera and  COVID-19 outbreaks in Nigeria 2021: A threat to Global Health Security.,"Tahmo, Nancy B; Wirsiy, Frankline Sevidzem; Brett-Major, David M","Nigeria struggles with seasonal outbreaks of Lassa fever (LF), with 70 to 100% of  its states affected annually. Since 2018, the seasonal dynamics have changed with a stark increase in infections, though the pattern in 2021 differed from the other years. Nigeria had three outbreaks of Lassa Fever in 2021. In that year, Nigeria also experienced substantial burdens from COVID-19 and Cholera. There is potential that these three outbreak events interacted with each other. This may have been from community disruption and so changes in how people access the health system, how the health system responds, or overlapping biological interactions, misclassification, social factors, misinformation, and pre-existing disparities and vulnerabilities. We assessed the syndemic potential of Lassa Fever, COVID-19, and Cholera through modeling their interactions across the 2021 calendar year employing a Poisson regression model. We included the number of states affected and the month of the year. We used these predictors to forecast the progression of the outbreak using a Seasonal Autoregressive Integrated Moving Average (SARIMA) model. The Poisson model prediction for the confirmed number of Lassa fever cases was significantly dependent on the number of confirmed COVID-19 cases, the number of states affected, and the month of the year (p-value < 0.001), and the SARIMA model was a good fit, accounting for 48% of the change in the number of cases of Lassa fever (p-value < 0.001) with parameters ARIMA (6, 1, 3) (5, 0, 3). Lassa Fever, COVID-19, and Cholera 2021 case curves have mirrored dynamics and likely interact. Further research into common, intervenable aspects of those interactions should be performed.",2023,//,PLOS global public health,3,5,e0001814-e0001814,,10.1371/journal.pgph.0001814,,#3613,Tahmo 2023,"Exclusion reason: 3 wrong pathogen / epi not main focus; Christian Morgenstern (2023-09-01 22:26:58)(Select): time series model without disease transmission mechanism ; David Jorgensen (2023-08-16 19:16:01)(Screen): co-modelled
; ",mathematical model
