Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Epidemiological review of confirmed Lassa fever cases during 2016-2018, in  Plateau State, North Central Nigeria.","Gomerep, Simji; Nuwan, Martina; Butswat, Solomon; Bartekwa, Joyce; Thliza, Solomon; Akude, Christian; Omololu, Ayanfe; Shwe, David; Reyna, Rachel; Makishima, Tomoko; Paessler, Slobodan; Shehu, Nathan","Lassa fever (LF) is endemic in West Africa and constitutes a significant public  health concern due to its potential for epidemics and associated high mortality. The first reported case and management of Lassa fever in Plateau State occurred more than 50 years ago. We set out to undertake a three-year epidemiological review of LF cases in Plateau State, North Central Nigeria. This is a retrospective study of all confirmed LF cases in Plateau State between 2016 and 2018. Plateau state Lassa fever- Line list and patient case records were used to extract relevant data. Lassa PCR was carried out at the NCDC accredited Laboratory network. Data analysis was done using STATA version SE14.1. Forty-four persons (44) had confirmed LF over the examined period, 18 (41%) in 2016, 15 (34%) in 2017 and 11 (25%) in 2018. The mean age was 29.7±14.6 years and 53% were males. Sixty-six percent (66%) of the patients resided in rural areas. It affected all local government areas (LGA) in the state except Pankshin, Jos East and Kanke LGAs. Twenty-five percent (25%) of the cases occurred among underprivileged communities of Jos North and another 25% in rural dwellers of Langtang North. Fifty-nine percent (59%) of cases occurred during the 1st quarter, 27% the 2nd quarter and 18% the 3rd quarter of the year. The case fatality rate was 57%. LF is endemic in Plateau State. Prevention strategies must be sustained year round and target the youth, urban and rural underprivileged communities. There is also need for case management improvement to reduce mortality.",2022,//,PLOS global public health,2,6,e0000290-e0000290,,10.1371/journal.pgph.0000290,,#3841,Gomerep 2022,"",""
Analysis of sociodemographic and clinical factors associated with Lassa fever  disease and mortality in Nigeria.,"Olayinka, Adebola T; Elimian, Kelly; Ipadeola, Oladipupo; Dan-Nwafor, Chioma; Gibson, Jack; Ochu, Chinwe; Furuse, Yuki; Iniobong, Akanimo; Akano, Adejoke; Enenche, Lorna; Onoja, Michael; Uzoho, Chukwuemeka; Ugbogulu, Nkem; Makava, Favour; Arinze, Chinedu; Namara, Geoffrey; Muwanguzi, Esther; Jan, Kamji; Ukponu, Winifred; Okwor, Tochi; Anueyiagu, Chimezie; Saleh, Muhammad; Ahumibe, Anthony; Eneh, Chibuzo; Ilori, Elsie; Mba, Nwando; Ihekweazu, Chikwe","Over past decades, there has been increasing geographical spread of Lassa fever  (LF) cases across Nigeria and other countries in West Africa. This increase has been associated with significant morbidity and mortality despite increasing focus on the disease by both local and international scientists. Many of these studies on LF have been limited to few specialised centres in the country. This study was done to identify sociodemographic and clinical predictors of LF disease and related deaths across Nigeria. We analysed retrospective surveillance data on suspected LF cases collected during January-June 2018 and 2019. Multivariable logistic regression analyses were used to identify the factors independently associated with laboratory-confirmed LF diagnosis, and with LF-related deaths. There were confirmed 815 of 1991 suspected LF cases with complete records during this period. Of these, 724/815 confirmed cases had known clinical outcomes, of whom 100 died. LF confirmation was associated with presentation of gastrointestinal tract (aOR 3.47, 95% CI: 2.79-4.32), ear, nose and throat (aOR 2.73, 95% CI: 1.80-4.15), general systemic (aOR 2.12, 95% CI: 1.65-2.70) and chest/respiratory (aOR 1.71, 95% CI: 1.28-2.29) symptoms. Other factors were being male (aOR 1.32, 95% CI: 1.06-1.63), doing business/trading (aOR 2.16, 95% CI: 1.47-3.16) and farming (aOR 1.73, 95% CI: 1.12-2.68). Factors associated with LF mortality were a one-year increase in age (aOR 1.03, 95% CI: 1.01-1.04), bleeding (aOR 2.07, 95% CI: 1.07-4.00), and central nervous manifestations (aOR 5.02, 95% CI: 3.12-10.16). Diverse factors were associated with both LF disease and related death. A closer look at patterns of clinical variables would be helpful to support early detection and management of cases. The findings would also be useful for planning preparedness and response interventions against LF in the country and region.",2022,//,PLOS global public health,2,8,e0000191-e0000191,,10.1371/journal.pgph.0000191,,#3991,Olayinka 2022,"",""
Mathematical analysis of Lassa fever epidemic with effects of environmental transmission,"Abdulhamid, A; Hussaini, N; Musa, SS; He, DH","Lassa fever (LF) is a viral hemorrhagic fever transmitted predominantly by rodents vector. It is a deadly disease that is endemic in some west African countries. In this paper, we adopt a deterministic epidemic model of susceptible-exposed-infectious-removed (SEIR)-type to study the dynamics of the LF transmission. The model involves environmental contamination and isolation of infected individuals. The result elucidates the effect of direct and indirect pathogenicity on LF disease. Qualitative analysis of the model reveals the existence of backward bifurcation (BB). This phenomenon entails the co-existence between a stable disease-free equilibrium (DFE) and endemic equilibrium (EE) even if the reproduction number, R-0, is below unity which makes the control of LF more strenuous and depends on the magnitude of the initial sub-populations. We fitted the model to the reported cases in Nigeria from 4 January to 4 October 2020. We observed that the model captures well the epidemic patterns of the LF dynamics in Nigeria, which is essential in designing effective control and mitigation strategies. Finally, using the partial rank correlation coefficient (PRCC), the outcome of a sensitivity analysis suggests the most sensitive epidemiological parameters to reduce or mitigate the Lassa virus spread in Nigeria and beyond.",2022,,RESULTS IN PHYSICS,35,,,WOS:000775917800005,10.1016/j.rinp.2022.105335,,#4113,Abdulhamid 2022,"",mathematical model
A mathematical model for Lassa fever transmission dynamics in a seasonal environment with a view to the 2017-20 epidemic in Nigeria,"Ibrahim, MA; Denes, A","In this paper, we formulate and study a compartmental model for Lassa fever transmission dynamics considering human-to-human, rodent-to-human transmission and the vertical transmission of the virus in rodents. To incorporate the impact of periodicity of weather on the spread of Lassa, we introduce a non-autonomous model with time-dependent parameters for rodent birth rate and carrying capacity of the environment with respect to rodents. We introduce the basic reproduction number and show that it can be used as a threshold parameter concerning the global dynamics. It also shown that the disease-free periodic solution is globally asymptotically stable in the case of R-0 < 1 and if R-0 > 1, then the disease persists. We show numerical studies for the Lassa fever in Nigeria and give examples to describe what kind of parameter changes might trigger the periodic recurrence of Lassa fever. (C) 2021 The Author(s). Published by Elsevier Ltd.",2021,,NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS,60,,,WOS:000633361700013,10.1016/j.nonrwa.2021.103310,,#4118,Ibrahim 2021,"",mathematical model
Modelling the transmission dynamics of Lassa fever with nonlinear incidence rate and vertical transmission,"Abidemi, A; Owolabi, KM; Pindza, E","In this paper, a seven-dimensional nonlinear mathematical model featuring the vertical transmission in humans, saturated incidence functions, and human population with good and poor community hygiene is formulated to describe the dynamics of Lassa fever (LF) disease transmission between the interacting human and rodent populations. The model is analysed to investigate the dynamical behaviour of its solutions using some theories of dynamical system of ordinary differential equations. The basic reproduction number, R-0, of the model is established. A suitable Lyapunov function is constructed to establish the global asymptotic behaviour of the model about the Lassa fever-free equilibrium. Sensitivity analysis is carried out to gain insightful information about how R-0 is influenced by the variation in the model parameters. Numerical simulations are conducted to examine the effects of the most sensitive model parameters on the population dynamics of LF. The results obtained provide epidemiological insights into the impact of key model parameters on the transmission dynamics of LF and suggest some measures to fight or guide against the disease spread in a population. (C) 2022 Elsevier B.V. All rights reserved.",2022,,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,597,,,WOS:000821671900018,10.1016/j.physa.2022.127259,,#4120,Abidemi 2022,"",""
Bifurcation of subharmonic in Lassa fever epidemic model,"Onifade, AA; Obabiyi, OS","Standard epidemiological theory and concepts such as the basic reproductive number R-0 no longer apply or enough to determine stability, and the implications for interventions that themselves may be periodic have not been formally examined. This study considers seasonal variation of rodent on the transmission dynamics of Lassa fever. Applying perturbation method, stable subharmonic bifurcation solutions of period n are proved to coexist simultaneously and an infinite number of stable subharmonic bifurcation solutions are established. This study suggests that transmission of Lassa fever can be curbed by fighting the proliferation of rodent especially during the wet season.",2021,,ITALIAN JOURNAL OF PURE AND APPLIED MATHEMATICS,,45,130-144,WOS:000656046000011,,,#4131,Onifade 2021,"",mathematical model
Investigating essential factors in the spread of lassa fever dynamics through sensitivity analysis,"Faniran, TS; Ayoola, EO","Lassa fever is a zoonotic acute viral illness caused by Lassa virus. Since there is no vaccine yet to protect against contracting the virus, it continues to spread in West Africa. In this paper, a mathematical model of lassa transmission that considers two classes of rats: house rat and bush rat, is proposed. Theoretically, global stability of the model disease-free and endemic equilibria are established by constructing a global Lyapunov function. Sensitivity indices of the basic reproduction number are derived using the normalised forward approach to evaluate the effectiveness of control measures. The disease-free equilibrium is globally asymptotically stable when the basic reproduction number R-0 < 1 and the unique endemic equilibrium is globally asymptotically stable when R-0 > 1. Results from sensitivity analysis reveals that rat biting rate for infectious house rats R-FH and infectious bush rats R-FB, transmission probability per contact with infectious house and bush rats (R-FH and R-FB), human recruitment rate and transmission probability per contact with infectious human hosts are highly significant in determining the severity of lassa infection. On the other hand, natural death rate of rats, natural death rate of human hosts, recovery and hospitalization rates of human hosts are critical for lassa transmission reduction. Plans that target the contact rate between house and bush rats (i.e use of indoor residual spray, fumigation of environment with pesticide) and those that target recovery rate of human hosts (i.e treatment of infectious human hosts) are recommended to control the disease.",2022,,INTERNATIONAL JOURNAL OF NONLINEAR ANALYSIS AND APPLICATIONS,13,1,485-497,WOS:000781719600036,10.22075/ijnaa.2021.22707.2405,,#4133,Faniran 2022,"",mathematical model
Modeling the dynamics of the consequences of demographic disparities in the transmission of Lassa fever disease in Nigeria,"Ogunmiloro, OM","Lassa fever is a zoonotic debilitating disease with huge human and economic loss in the tropics. This work presents a mathematical model describing the transmission of Lassa fever disease in communities with social demographic disparities among the affluent and impoverished humans in the presence of contact tracing, quarantining and hospitalization. The model qualitative results involving the positivity and invariant region of the model are established, while the model's Lassa fever disease free (LDFE) and Lassa fever endemic equilibrium (LEE) were obtained to show that the LDFE is locally and globally asymptotically stable, whenever the basic reproduction number (R-lassa) of the model is less than one, and the LEE is locally asymptotically stable whenever R-lassa is greater than one. The graphical illustrations describing the convergence behavior of the model variables when R-lassa < 1 and R-lassa > 1 are displayed. In order to describe the dynamics of the disease in Nigeria, data on Lassa fever disease incidence cases for the year 2021 in Nigeria, provided by Nigerian Center for Disease Control is used for the model fitting to obtain the best fit with low residuals. The estimated and fitted parameters of the model were used to perform the sensitivity analysis of model parameters with respect to R(lassa )and it was found that the positive sensitive values of the recruitment rates of humans and rodents, disease contact rates psi , beta(v), beta(w), and beta(z) drives the Lassa fever infection to prevalence. The simulations of the disease contact rates beta(v) and beta(w) with respect to R(lassa )in the human host community, shows that R-lassa > 1, that is, more humans are infected in the impoverished community compared to affluent community, while R-lassa approximate to 140.009, shows that approximately 140 humans are being infected weekly on the average in the impoverished human community. These effects calls for strict implementation of controls of sensitization, culling, sanitation etc., to eradicate Lassa fever in Nigeria.",2023,,MODELING EARTH SYSTEMS AND ENVIRONMENT,9,1,865-880,WOS:000863130200001,10.1007/s40808-022-01522-3,,#4136,Ogunmiloro 2023,"",mathematical model
Using Data of a Lassa Fever Epidemic in Nigeria: A Mathematical Model Is Shown to Capture the Dynamics and Point to Possible Control Methods,"Collins, OC; Duffy, KJ","Lassa fever is a deadly viral illness that is endemic in some parts of West Africa, including Nigeria. A deterministic model in the form of a non-linear system of differential equations is developed to analyse the dynamics and possible control of the disease. The model is tested by fitting it to data from Nigeria's Lassa fever outbreak using a least-squares fitting routine and the model is shown to provide a reasonable fit to the data. Parameters representing various control measures in the model are estimated using the model fitting. Important epidemiological features of the model such as the basic reproduction number (R-0), the disease-free equilibrium, and the endemic equilibrium are determined and analysed. The disease-free equilibrium is shown to be asymptotically stable when R-0 < 1. A bifurcation about R-0=1 was determined using the Center Manifold Theorem. Using numerical simulations of the model future dynamics of Lassa fever disease in Nigeria are predicted and the impact of control measures on the disease determined. The use of approved rodenticides is shown to be the most effective control followed by reducing person-to-person and rodent-to-person contacts, respectively. Isolation and treatment of infected individuals are shown to be less effective when compared with the other control measures.",2023,,MATHEMATICS,11,5,,WOS:000947426100001,10.3390/math11051181,,#4144,Collins 2023,"",mathematical model
Mathematical Modelling and Analysis of Transmission Dynamics of Lassa Fever,"Bakare, EA; Are, EB; Abolarin, OE; Osanyinlusi, SA; Ngwu, B; Ubaka, ON","Sub-Saharan Africa harbours the majority of the burden of Lassa fever. Clinical diseases, as well as high seroprevalence, have been documented in Nigeria, Sierra Leone, Liberia, Guinea, Ivory Coast, Ghana, Senegal, Upper Volta, Gambia, and Mali. Deaths from Lassa fever occur all year round but naturally peak during the dry season. Annually, the number of people infected is estimated at 100,000 to 300,000, with approximately 5,000 deaths. There have been some work done on the dynamics of Lassa fever disease transmission, but to the best of our knowledge, none has been able to capture the seasonal variation of Mastomys rodent population and its impact on the transmission dynamics. In this work, a periodically forced seasonal nonautonomous system of a nonlinear ordinary differential equation is developed that captures the dynamics of Lassa fever transmission and seasonal variation in the birth of Mastomys rodents where time was measured in days to capture seasonality. It was shown that the model is epidemiologically meaningful and mathematically well posed by using the results from the qualitative properties of the solution of the model. A time-dependent basic reproduction number R-L(t) is obtained such that its yearly average is written as (sic)R-L<1, when the disease does not invade the population (means that the number of infected humans always decreases in the seasons of transmission), and (sic)R-L>1, when the disease remains constantly and is invading the population, and it was detected that (sic)R-L?R-L. We also performed some evaluation of the Lassa fever disease intervention strategies using the elasticity of the equilibrial prevalence in order to predict the optimal intervention strategies that can be useful in guiding the local national control program on Lassa fever disease to make a proper decision on the intervention packages. Numerical simulations were carried out to illustrate the analytical results, and we found that the numerical simulations of the model showed that possible combined intervention strategies would reduce the spread of the disease. It was established that, to eliminate Lassa fever disease, treatments with ribavirin must be provided early to reduce mortality and other preventive measures like an educational campaign, community hygiene, isolation of infected humans, and culling/destruction of rodents must be applied to also reduce the morbidity of the disease. Finally, the obtained results gave a primary framework for planning and designing cost-effective strategies for good interventions in eliminating Lassa fever.",2020,,JOURNAL OF APPLIED MATHEMATICS,2020,,,WOS:001023004100001,10.1155/2020/6131708,,#4162,Bakare 2020,"",mathematical model
Computational Approximations for Real-World Application of Epidemic Model,"Alsallami, SAM; Raza, A; Elmahi, M; Rafiq, M; Bilal, S; Ahmed, N; Mahmoud, EE","The real-world applications and analysis have a significant role in the scientific literature. For instance, mathematical modeling, computer graphics, camera, operating system, Java, disk encryption, web, streaming, and many more are the applications of real-world problems. In this case, we consider disease modeling and its computational treatment. Computational approximations have a significant role in different sciences such as behavioral, social, physical, and biological sciences. But the well-known techniques that are widely used in the literature have many problems. These methods are not consistent with the physical nature and even violate the actual behavior of the continuous model. The structural properties needed for such disciplines, as dynamical consistency, positivity, and boundedness, are the critical requirements of the models in these fields. We studied the transmission of Lassa fever dynamically and numerically. The model's positivity, boundedness, reproduction number, equilibria, and local stability are investigated in dynamical analysis. In numerical analysis, we developed some explicit and implicit methods. Unfortunately, explicit methods like Euler and Runge Kutta are time-dependent and violate the physical properties of the disease. Then, the proposed implicit method for the said model, the non-standard finite difference, is independent of the time step, dynamically consistent, positive, and bounded. In the end, a comparison of methods is presented.",2022,,INTELLIGENT AUTOMATION AND SOFT COMPUTING,33,3,1923-1939,WOS:000777487400013,10.32604/iasc.2022.024993,,#4193,Alsallami 2022,"",mathematical model
"Influence of environmental viral load, interpersonal contact and infected rodents on Lassa fever transmission dynamics: Perspectives from fractional-order dynamic modelling","Ndenda, JP; Njagarah, JBH; Shaw, S","Lassa fever is a fatal zoonotic hemorrhagic disease caused by Lassa virus carried by multimammate rats, which are widely spread in West Africa. In this work, a fractional-order model for Lassa fever transmission dynamics is developed and analysed. The model involves transmissions from rodents-to-human, person-to-person, as well as from Lassa virus infested environment/surfaces. The basic properties of the model such as positivity of solutions, and local stability of the disease-free equilibrium are determined. The reproduction number, R-0, of the model is determined using the next generation method and it is used to determine the suitable conditions for disease progression as well as its containment. In addition, we performed sensitivity analysis of the model parameters using the Latin Hypercube Sampling (LHS) scheme to determine the most influential processes on the disease threshold, and determined the key processes to be focused on if the infection is to be curtailed. Moreover, fixed point theory was used to prove the existence and uniqueness of non-trivial solutions of the model. We used the Adams-Bashforth Moulton method to solve the model system numerically for different orders of the fractional derivative. Our results show that using various interventions and control measures such as controlling environmental contamination, reducing rodents-to-humans transmission and interpersonal contact, can significantly help in curbing new infections. Morestill, we observe that an increase in the memory effect, i.e. dependence on future values of the model on the previous states predicts lower peak values of infection cases in the short term, but higher equilibrium values in the long term.",2022,,AIMS MATHEMATICS,7,5,8975-9002,WOS:000767201400003,10.3934/math.2022500,,#4207,Ndenda 2022,"",mathematical model
Stochastic Modelling of Lassa Fever Epidemic Disease,"Hamam, H; Raza, A; Alqarni, MM; Awrejcewicz, J; Rafiq, M; Ahmed, N; Mahmoud, EE; Pawlowski, W; Mohsin, M","Evolutionary approaches have a critical role in different disciplines such as real-world problems, computer programming, machine learning, biological sciences, and many more. The design of the stochastic model is based on transition probabilities and non-parametric techniques. Positivity, boundedness, and equilibria are investigated in deterministic and stochastic senses. An essential tool, Euler-Maruyama, is studied for the solution of said model. Standard and nonstandard evolutionary approaches are presented for the stochastic model in terms of efficiency and low-cost approximations. The standard evolutionary procedures like stochastic Euler-Maruyama and stochastic Runge-Kutta fail to restore the essential features of biological problems. On the other hand, the proposed method is efficient, of meager cost, and adopts all the desired feasible properties. At the end of this paper the comparison section is presented to support efficient analysis.",2022,,MATHEMATICS,10,16,,WOS:000846734200001,10.3390/math10162919,,#4213,Hamam 2022,"",mathematical model
Modelling of transmission and control of Lassa fever via Caputo fractional-order derivative,"Abdullahi, A","A B S T R A C T This study formulates a new integer-order ordinary differential equation (ODE) Lassa fever model, through which its corresponding fractional-order differential equation (FODE) is devised via the Caputo fractional-order derivative. The existence and uniqueness of the solution of proposed FODE are studied through the fixed point theory. Using the Mittag-Leffler function, the positivity of the FODE model is determined. As a disease control measure, a culling strategy is applied on the population of rodents. Though this approach reduces the number of infected rodents, it does not completely eradicate the disease in humans. This finding can be relevant in ecological studies since it is practically impossible to cull the whole rodents potentially spreading the Lassa fever virus. (c) 2021 Elsevier Ltd. All rights reserved.",2021,,CHAOS SOLITONS & FRACTALS,151,,,WOS:000691513200006,10.1016/j.chaos.2021.111271,,#4237,Abdullahi 2021,"",mathematical model
A design of predictive computational network for transmission model of Lassa fever in Nigeria,"Shoaib, M; Tabassum, R; Raja, MAZ; Nisar, KS; Alqahtani, MS; Abbas, M","This paper presents an innovative artificial neural networks (ANNs) based hybrid algorithm of genetics optimization and sequential quadratic programming (AGOSQP) to construct the mathematical model for the dynamics of Lassa fever (DLF) in Nigeria. The model designated by the transmission of disease between two populations: human population i.e. susceptible (Sh), exposed (Eh), infectious (Ih) and recovered (Rh) humans and rodent population i.e. susceptible (Sr) and infectious (Ir) rodents. The log sigmoid function as an objective function based on mean squared error is constructed to optimize AGOSQP where genetic algorithm work as global searching optimization and SQP serve as the local searching optimization. To assess the correctness, robustness and convergence stability, the comparison between state of art Adam method and proposed AGOSQP is established. The Theil's inequality coefficient (TIC), root mean square error (RMSE) and mean absolute deviation (MAD) are also computed to authenticate the efficiency of proposed AGOSQP to solve the model for the dynamics of Lassa fever.",2022,,RESULTS IN PHYSICS,39,,,WOS:000830927700006,10.1016/j.rinp.2022.105713,,#4243,Shoaib 2022,"",mathematical model
Dynamical System Analysis of a Lassa Fever Model with Varying Socioeconomic Classes,"Onah, IS; Collins, OC","Lassa fever is an animal-borne acute viral illness caused by Lassa virus. It poses a serious health challenge around the world today, especially in West African countries like Ghana, Benin, Guinea, Liberia, Mali, Sierra Leone, and Nigeria. In this work, we formulate a multiple-patch Lassa fever model, where each patch denotes a socioeconomic class (SEC). Some of the important epidemiological features such as basic reproduction number of the model were determined and analysed accordingly. We further investigated how varying SECs affect the transmission dynamics of Lassa fever. We analysed the required state at which each SEC is responsible in driving the Lassa fever disease outbreak. Sensitivity analyses were carried out to determine the importance of model parameters to the disease transmission and prevalence. We carried out numerical simulation to support our analytical results. Finally, we extend some of the results of the 2-patch model to the general n-patch model.",2020,,JOURNAL OF APPLIED MATHEMATICS,2020,,,WOS:001023004200001,10.1155/2020/2601706,,#4251,Onah 2020,"",mathematical model
"Clinical Profile of Lassa Fever Patients in Abakaliki, South-Eastern Nigeria, January - March 2018","Joseph, A; Robinson, O; Justus, E; Matthew, N; Chukwuemeka, U","Background: Lassa fever is a zoonotic disease endemic in West Africa. Despite several outbreaks of Lassa fever in Nigeria, only few studies have been done on the clinical profile of the disease. We described the clinical profile of positive Lassa fever patients from January - March 2018 in Ebonyi state. Methods: We analysed the epidemiological data from the case investigation forms and clinical data from the hospital records. We did univariate analysis of the socio-demographic and clinical variables and multivariate analysis to identify the independent socio demographics and clinical factors. Statistical significance level was taken at p value <= 0.05, at 95% confidence interval. Results: Sixty two cases were positive with mean age of 35 +/- 16.2 years. The total case fatality rate was 19%, higher among health workers (31%). The case fatality rate for patients on Ribavirin was 16%. The age group mostly affected was 30-39 years and the least 0-9 years. Most were females (59.7%) and traders (26.2%), (42.9%) had tertiary level of education. Fever (78%), headache (62%), cough (38%) and were the most reported symptoms at presentation while common complications included nasal bleeding (14%) and jaundice (6%). Having abdominal pain (p=0.0015, CI=0.022-0.500) and diarrhea (p=0.0019, CI=0.030-0.521) were related with mortality while treatment with Ribavirin (P=0.0334, OR =10) was associated with survival. Conclusion: Diarrhea and abdominal pain were key symptoms related to mortality. Even with Ribavirin treatment, there was a high rate of fatalities underscoring the need to develop more effective and/or supplemental treatments for Lassa fever.",2019,,ANNALS OF MEDICAL AND HEALTH SCIENCES RESEARCH,9,3,598-602,WOS:000480798600005,,,#4314,Joseph 2019,"",""
Qualitative analysis and dynamical behavior of a Lassa haemorrhagic fever model with exposed rodents and saturated incidence rate,"Loyinmi, AC; Akinfe, TK; Ojo, AA","We have proposed an unprecedented deterministic model of Lassa Hemorrhagic fever (LHF) model with nonlinear force of LHF infection to capture the transmission dynamics and long-term effects of the disease. The Qualitative analyses we have conveyed on this model using well-established methods viz: Cauchy's differential theorem, Birkhoff & Rota's theorems verify and reveal the well-posedness of the model respectively. We established that an LHF-free equilibrium termed the disease-free equilibrium (DFE) exists for this model and this equilibrium, however, from our stability analyses, tends to be stable when the basic reproduction number computed via the next generation matrix method is less than unity (one); and unstable otherwise. Furthermore, we have carried out a sensitivity analysis to check for the variation effects of the model parameters when increased or decreased using the normalized forward-sensitivity index; unraveling the most sensitive parameters which requires the attention of the healthcare workers as; the effective contact rates beta(1) , beta(2) and beta(3) , and the rodents' recruitment rate Omega(R) . After which numerical simulations of the model were carried out to verify our qualitative analyses (Stability and sensitivity analysis) and to study the dynamical behavior of the model; showing that the presence of saturation instantaneously causes the system to approach a DFE/LHF-Free equilibrium. From these qualitative analyses and numerical simulation results, we recommend early intervention and early treatment of Lassa hemorrhagic virus infection (LAHV) with Ribavirin on the infected, maximum hygiene practices and periodic evacuation of rodents in households in order to curb the recruitment of wild/rodents. (C) 2021 The Author(s). Published by Elsevier B.V. on behalf of African Institute of Mathematical Sciences / Next Einstein Initiative.",2021,,SCIENTIFIC AFRICAN,14,,,WOS:000740944700001,10.1016/j.sciaf.2021.e01028,,#4316,Loyinmi 2021,"",mathematical model
NEW NUMERICAL SIMULATION FOR THE FRACTAL-FRACTIONAL MODEL OF DEATHLY LASSA HEMORRHAGIC FEVER DISEASE IN PREGNANT WOMEN WITH OPTIMAL ANALYSIS,"Chu, YM; Rashid, S; Sultana, S; Inc, M","When it comes to human care service challenges, it is critical to understand the dynamic behavior of the associated contagious diseases because non-Markovian effects play a significant role in their spread. This investigation takes a look into an etiological model directly linked to the complexities of Lassa hemorrhagic fever disease in pregnant women in Africa. This is a bacteriostatic fever and an outbreak illness. The aforesaid ailment in expectant mothers has adverse implications that first popped up in Africa. The etiological model was constructed for the first time utilizing a recently designed fractal-fractional (FF) operator based on the power law, exponential decay, and Mittag-Leffler kernels with fractional order and fractal dimension. We construct three schemes of successive approximations based on FF operators using Lagrange polynomials, and the fundamental reproducing number is determined to be Script capital R0. The existence and uniqueness of the suggested model's mathematical technique are examined. The endemic and disease-free equilibria are also calculated. Eventually, simulated results of the framework are performed using the suggested numerical approach, and the outcomes in graphical representations quantify the effects of the projected and integrated characteristics and demonstrate that the ailment can be considerably governed or exterminated if the outbreak propagation rate is lessened and the rate of intervention is improved.",2023,,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,31,04,,WOS:000978807400001,10.1142/S0218348X23400546,,#4340,Chu 2023,"",""
Dynamical System Analysis and Optimal Control Measures of Lassa Fever Disease Model,"Onah, IS; Collins, OC; Madueme, PGU; Mbah, GCE","Lassa fever is an animal-borne acute viral illness caused by the Lassa virus. This disease is endemic in parts of West Africa including Benin, Ghana, Guinea, Liberia, Mali, Sierra Leone, and Nigeria. We formulate a mathematical model for Lassa fever disease transmission under the assumption of a homogeneously mixed population. We highlighted the basic factors influencing the transmission of Lassa fever and also determined and analyzed the important mathematical features of the model. We extended the model by introducing various control intervention measures, like external protection, isolation, treatment, and rodent control. The extended model was analyzed and compared with the basic model by appropriate qualitative analysis and numerical simulation approach. We invoked the optimal control theory so as to determine how to reduce the spread of the disease with minimum cost.",2020,,INTERNATIONAL JOURNAL OF MATHEMATICS AND MATHEMATICAL SCIENCES,2020,,,WOS:000688393300001,10.1155/2020/7923125,,#4343,Onah 2020,"",mathematical model
Assessing the dynamics of Lassa fever with impact of environmental sanitation: optimal control and cost-effectiveness analysis,"Abidemi, A; Owolabi, KM; Pindza, E","This study discusses the development and analysis of a nonlinear optimal control problem for a Lassa fever (LF) deterministic model featuring vertical transmission route, nonlinear form of incidence terms and effect of environmental sanitation with a view to providing insightful information to the government, decision and policy makers about how to prioritize the implementations of environmental fumigation, use of condom, use of antiviral therapy, rodent reduction control and educational campaign in terms of efficacy and cost benefits. An existing seven-dimensional deterministic model of LF dynamics is extended to take into account five time-dependent control variables accounting for environmental fumigation, use of condoms, use of antiviral therapy, rodent reduction control and educational campaign. Optimal control theory with the aid of Pontryagin's maximum principle is employed to derive the necessary conditions for the existence of optimal control quintuple. To investigate how the implementation of various single, double, triple, quadruple and quintuple control interventions minimize LF spread in the population at minimum cost, numerical experiment is conducted on the derived optimality system. More importantly, efficiency analysis is carried out to ascertain the most efficient interventions among the set of different control strategies under consideration. While cost-effectiveness analysis is done to determine the least costly control intervention that can be implemented to nip the spread of LF in the population.",2023,,MODELING EARTH SYSTEMS AND ENVIRONMENT,9,2,2259-2284,WOS:000898094500002,10.1007/s40808-022-01624-y,,#4371,Abidemi 2023,"",mathematical model
Mathematical model of lassa fever spread: Model with new trends of differential operators,"Alkahtani, BST; Alzaid, SS","Very recently an extension of the concept of rate of change was suggested, with the aim to depict more real world problems that could not be depicted due to the limitation of the existing rate of change definition. One of the particular discovery in this is the existence of a derivative associate to Riemann-Stieltjes integral, a connection that has never been presented before. The global differential operator with its associat integral have now constructed a new calculus that is an extension of former calculus based on existing rate of change. To further see the application of this new extension, we investigated in this paper, a lassa fever model using the global differentiation in local and nonlocal sense. Existence and uniqueness conditions were verified using the theorem suggesting the linear growth and Lipschitz conditions. A numerical scheme based on the Newton polynomial was used to solve numerically the obtained models and some simulations presented.",2020,,RESULTS IN PHYSICS,19,,,WOS:000604582400007,10.1016/j.rinp.2020.103523,,#4487,Alkahtani 2020,"",mathematical model
An efficient technique for a time fractional model of lassa hemorrhagic fever spreading in pregnant women,"Goyal, M; Baskonus, HM; Prakash, A","Lassa hemorrhagic fever is a lethal and transmissible disease, whose outbreaks were first witnessed in Central Africa Republic, Liberia, Nigeria, Guinea and Sierra Leone. This deadly disease kills pregnant women more than the Ebola hemorrhagic fever with a mortality rate of about 80%. A new analysis with the proposed time fractional lassa hemorrhagic fever model for pregnant women patients is carried out. The numerical solution to this model is found using the fractional variation iteration method. The convergence of solution by the presented scheme is illustrated. The gained results are discussed using figures. The figures show the variation of susceptible, infected, recovery and death population of pregnant women with time. The results divulge that the presented scheme is reliable, highly effective and easy to use.",2019,,EUROPEAN PHYSICAL JOURNAL PLUS,134,10,,WOS:000488506900003,10.1140/epjp/i2019-12854-0,,#4517,Goyal 2019,"",mathematical model
