,Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,perg_abstract_result,perg_fulltext_result
0,"Emerging infectious diseases: Focus on infection control issues for novel coronaviruses (Severe Acute Respiratory Syndrome-CoV and Middle East Respiratory Syndrome-CoV), hemorrhagic fever viruses (Lassa and Ebola), and highly pathogenic avian influenza viruses, A(H5N1) and A(H7N9)","Weber, David J.; Rutala, William A.; Fischer, William A.; Kanamori, Hajime; Sickbert-Bennett, Emily E.","Over the past several decades, we have witnessed the emergence of many new infectious agents, some of which are major public threats. New and emerging infectious diseases which are both transmissible from patient-to-patient and virulent with a high mortality include novel coronaviruses (SARS-CoV, MERSCV), hemorrhagic fever viruses (Lassa, Ebola), and highly pathogenic avian influenza A viruses, A(H5N1) and A(H7N9). All healthcare facilities need to have policies and plans in place for early identification of patients with a highly communicable diseases which are highly virulent, ability to immediately isolate such patients, and provide proper management (e.g., training and availability of personal protective equipment) to prevent transmission to healthcare personnel, other patients and visitors to the healthcare facility. (C) 2016 Association for Professionals in Infection Control and Epidemiology, Inc. Published by Elsevier Inc. All rights reserved.",2016.0,May 2,American Journal of Infection Control,44,5,E91-E100,WOS:000376438600015,,,#6,Weber 2016,Exclusion reason: 6 not original estimates/ primary data; ,review,INCLUDE,EXCLUDE
1,Risks and prevention of nosocomial transmission of rare zoonotic diseases,"Weber, D. J.; Rutala, W. A.","Americans are increasingly exposed to exotic zoonotic diseases through travel, contact with exotic pets, occupational exposure, and leisure pursuits. Appropriate isolation precautions are required to prevent nosocomial transmission of rare zoonotic diseases for which person-to-person transmission has been documented. This minireview provides guidelines for the isolation of patients and management of staff exposed to the following infectious diseases with documented person-to-person transmission: Andes hantavirus disease, anthrax, B virus infection, hemorrhagic fevers (due to Ebola, Marburg, Lassa, Crimean-Congo hemorrhagic fever, Argentine hemorrhagic fever, and Bolivian hemorrhagic fever viruses), monkeypox, plague, Q fever, and rabies. Several of these infections may also be encountered as bioterrorism hazards (i.e., anthrax, hemorrhagic fever viruses, plague, and Q fever). Adherence to recommended isolation precautions will allow for proper patient care while protecting the health care workers who provide care to patients with known or suspected zoonotic infections capable of nosocomial transmission.",2001.0,Feb 1,Clinical Infectious Diseases,32,3,446-456,WOS:000166674300015,,,#7,Weber 2001,Exclusion reason: 6 not original estimates/ primary data; ,review,INCLUDE,EXCLUDE
2,Diseases transmitted via body fluids,"Webber, R.","A discussion on diseases transmitted via body fluids (sexually transmitted diseases and haemorrhagic fevers) is presented. Details covered for each disease are the organism involved, clinical features of the infection, diagnosis, transmission, incubation period, communicability, occurrence and distribution, control and prevention, treatment and surveillance. Included infectious diseases under the classification of this chapter are the following: yaws (Treponema pallidum subspecies pertenue), pinta (T. carateum), endemic syphilis, venereal syphilis, gonorrhoea, Chlamydia, Trichomonas and non-gonococcal urethritis, lymphogranuloma venereum, granuloma inguinale, chancroid, genital herpes, human papillomavirus, human immunodeficiency virus, hepatitis B, hepatitis C, hepatitis delta, Ebola haemorrhagic fever, Marburg haemorrhagic fever, Lassa fever and Crimean-Congo haemorrhagic fever.",2009.0,,,,,158-177,CABI:20093135877,,,#14,Webber 2009,"Exclusion reason: 7 not peer reviewed; Natsuko Imai (2019-10-26 03:30:40)(Select): book, exlude; ",,INCLUDE,EXCLUDE
3,Options for the control of rodent-borne viral diseases in West Africa,"Tomori, O.","Over 30 different viruses have been isolated from wild rodents in West Africa. These viruses can be classified into three groups. While the public health significance of many of these rodent-'associated' viruses remains undefined, three of the rodent-borne viruses, Lassa, C-CHF and Mokola are known to cause human infections with high morbidity and major mortality. In Nigeria, for example, more than 17% of over 7,500 trapped animals were Mastomys natalensis, the natural reservoir of Lassa virus. Similarly, shrews commonly found in households harbor Mokola virus, a rabies-related virus, shown to cause illness and death in humans. The Congo-Crimean hemorrhagic fever (C-CHF) virus, which causes serious disease in the Democratic Republic of Congo and epidemics with high mortality rates in East Africa and Asia, has been isolated on numerous occasions in parts of West Africa, where it has not yet been incriminated as a cause of human disease. Presently, there is no vaccine against infections caused by these viruses, therefore rodent control is clearly the most viable option in the control of these diseases. However, given the current poor level of environment tal sanitation and apparent public indifference to the health hazards of rodents in rural and urban Africa, reducing domestic and peridomestic rodent populations and limiting human contact with these rodents pose a daunting problem. An integrated research and control program focusing on public health education, personnel training, environmental management and rodenticidal measures is needed. Concurrent with this approach is the urgent necessity to improve disease surveillance and laboratory diagnosis, and to explore new approaches for the development of vaccines, especially for the Lassa virus.",1999.0,,,,,207-211,WOS:000086564100021,,,#69,Tomori 1999,Exclusion reason: 7 not peer reviewed; Natsuko Imai (2019-10-26 03:30:22)(Select): conference proceedings exclude; ,,INCLUDE,EXCLUDE
4,Lassa Fever and Other Viral Hemorrhagic Disorders,"Tomori, O.",,1988.0,1988,Impact of Science on Society,38,2,115-128,WOS:A1988Q388800003,,,#70,Tomori 1988,Exclusion reason: 6 not original estimates/ primary data; Natsuko Imai (2019-10-24 00:58:09)(Select): paper copy; ,review,INCLUDE,EXCLUDE
5,"Risk factors for Lassa fever in endemic communities of Edo State, Nigeria","Tobin, E. A.; Asogun, D.; Happi, C.; Ogbaini, E.; Gunther, S.",,2014.0,Apr,International Journal of Infectious Diseases,21,,258-259,WOS:000209704000542,,,#73,Tobin 2014,"Exclusion reason: 7 not peer reviewed; David Jorgensen (2019-06-22 00:21:31)(Select): poster
; ",,INCLUDE,EXCLUDE
6,Lassa fever in Sierra Leone: UN peacekeepers are at risk,"ter Meulen, J.; Lenz, O.; Koivogui, L.; Magassouba, N.; Kaushik, S. K.; Lewis, R.; Aldis, W.",,2001.0,Jan,Tropical Medicine & International Health,6,1,83-84,WOS:000167703800013,,,#87,terMeulen 2001,Exclusion reason: 4 case report/study; Natsuko Imai (2019-03-28 03:31:48)(Screen): https://onlinelibrary.wiley.com/doi/full/10.1046/j.1365-3156.2001.00676.x; ,,INCLUDE,EXCLUDE
7,Lassa fever: immuno-epidemiological approach to the study of an endemic viral haemorrhagic fever,"ter Meulen, J.",,2000.0,2000,Medecine tropicale : revue du Corps de sante colonial,60,2 Suppl,20-3,MEDLINE:11100455,,,#89,terMeulen 2000,Exclusion reason: 6 not original estimates/ primary data; Natsuko Imai (2019-10-24 00:56:45)(Select): paper copy; ,,INCLUDE,EXCLUDE
8,"Re-emerging Lassa fever outbreaks in Nigeria: Re-enforcing ""One Health"" community surveillance and emergency response practice","Tambo, Ernest; Adetunde, Oluwasegun T.; Olalubi, Oluwasogo A.","We evaluated the impact of man-made conflict events and climate change impact in guiding evidence-based community ""One Health"" epidemiology and emergency response practice against re-/emerging epidemics. Increasing evidence of emerging and re-emerging zoonotic diseases including recent Lassa fever outbreaks in almost 20 states in Nigeria led to 101 deaths and 175 suspected and confirmed cases since August 2015. Of the 75 laboratory confirmed cases, 90 deaths occurred representing 120% laboratory-confirmed case fatality. The outbreak has been imported into neighbouring country such as Benin, where 23 deaths out of 68 cases has also been reported. This study assesses the current trends in re-emerging Lassa fever outbreak in understanding spatio-geographical reservoir(s), risk factors pattern and Lassa virus incidence mapping, inherent gaps and raising challenges in health systems. It is shown that Lassa fever peak endemicity incidence and prevalence overlap the dry season (within January to March) and reduced during the wet season (of May to November) annually in Sierra Leone, Senegal to Eastern Nigeria. We documented a scarcity of consistent data on rodent (reservoirs)-linked Lassa fever outbreak, weak culturally and socio-behavioural effective prevention and control measures integration, weak or limited community knowledge and awareness to inadequate preparedness capacity and access to affordable case management in affected countries. Hence, robust sub/regional leadership commitment and investment in Lassa fever is urgently needed in building integrated and effective community ""One Health"" surveillance and rapid response approach practice coupled with pest management and phytosanitation measures against Lassa fever epidemic. This offers new opportunities in understanding human-animal interactions in strengthening Lassa fever outbreak early detection and surveillance, warning alerts and rapid response implementation in vulnerable settings. Leveraging on Africa CDC centre, advances in cloud-sourcing and social media tools and solutions is core in developing and integrating evidence-based and timely risk communication, and reporting systems in improving contextual community-based immunization and control decision making policy to effectively defeat Lassa fever outbreak and other emerging pandemics public health emergencies in Africa and worldwide.",2018.0,Apr 28,Infectious Diseases of Poverty,7,,,WOS:000431252300001,,,#99,Tambo 2018,Exclusion reason: 6 not original estimates/ primary data; ,review,INCLUDE,EXCLUDE
9,Management of viral haemorrhagic fever in the Netherlands,"Swaan, C. M.; van den Broek, P. J.; Wijnands, S.; van Steenbergen, J. E.","Two cases of Lassa fever have been reported in the Netherlands since viral haemorrhagic fevers became notifiable diseases in 1978. In 1980, an expatriate from Burkina Faso who was not seriously ill was confirmed by laboratory tests after his discharge from hospital. The second case occurred in 2000: the patient died on the 11th day of admission to hospital. The problems we faced in the management of this case and the contact investigation--more than one hundred contacts - highlighted the need for national recommendations in the Netherlands.",2002.0,2002-Mar,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,7,3,48-50,MEDLINE:12631946,,,#103,Swaan 2002,Exclusion reason: 5 no report of parameters ; ,,INCLUDE,EXCLUDE
10,Recent findings on the African viral haemorrhagic fevers,"Sureau, P.","The distribution, reservoirs and vectors of Lassa fever, Ebola, Marburg and Congo [Crimean-Congo haemorrhagic fever] viruses in Africa, and other epidemiological considerations, are discussed. In addition, recent progress in the treatment and vaccination of viral haemorrhagic fevers are discussed.",1989.0,,,,,105-113,CABI:19910503731,,,#107,Sureau 1989,"Exclusion reason: 2 not English; Natsuko Imai (2019-10-28 20:17:11)(Select): exclude is in French; Natsuko Imai (2019-10-26 03:30:03)(Select): waiting on FT, from marburg group; ",,INCLUDE,EXCLUDE
11,Effect of Environmental-Factors on Aerosol-Induced Lassa Virus-Infection,"Stephenson, E. H.; Larson, E. W.; Dominik, J. W.",,1984.0,1984,Journal of Medical Virology,14,4,295-303,WOS:A1984TQ28000001,,,#117,Stephenson 1984,Exclusion reason: 5 no report of parameters ; ,,INCLUDE,EXCLUDE
12,"Viral haemorrhagic fevers: Current status, future threats","Speed, B. R.; Gerrard, M. P.; Kennett, M. L.; Catton, M. G.; Harvey, B. M.","In developing countries, the major outbreaks of viral haemorrhagic fevers such as Marburg, Ebola and Lassa fever viruses have been nosocomially spread. The high mortality and absence of specific treatment have had a devastating effect. Epidemics of this highly contagious disease remain a constant threat to Australia and, as a result, carefully planned laboratory and public health strategies and clinical infection control measures have been instituted for the management of suspected cases.",1996.0,Jan 15,Medical Journal of Australia,164,2,79-83,WOS:A1996TR73000008,,,#126,Speed 1996,Exclusion reason: 6 not original estimates/ primary data; ,,INCLUDE,EXCLUDE
13,Lassa Fever in West Africa: Evidence for an Expanded Region of Endemicity,"Sogoba, N.; Feldmann, H.; Safronetz, D.","Lassa virus (LASV) is endemic in Sierra Leone, Guinea and Liberia (known as the Mano River region) and Nigeria and Lassa fever cases from these countries are being reported annually. Recent investigations have found evidence for an expanded endemicity zone between the two known Lassa endemic regions indicating that LASV is more widely distributed throughout the Tropical Wooded Savanna ecozone in West Africa.",2012.0,Sep,Zoonoses and Public Health,59,,43-47,WOS:000308582000004,,,#131,Sogoba 2012,Exclusion reason: 1 duplicate; ,Duplicate,INCLUDE,EXCLUDE
14,Epidemiological Aspect of the 1976 Pankshin Lassa Fever Outbreak,"Smith, E. A.; Fabiyi, A.; Kuteyi, O. E.; Tomori, O.",,1979.0,1979,Nigerian Medical Journal,9,1,20-22,WOS:A1979HJ44200004,,,#135,Smith 1979,Exclusion reason: 6 not original estimates/ primary data; David Jorgensen (2019-03-29 04:18:37)(Screen): https://www.journalofinfection.com/article/S0163-4453(79)90977-0/abstract; ,,INCLUDE,EXCLUDE
15,"Nasty Viruses - Lassa, Marburg, and Ebola","Simpson, D. I. H.",,1980.0,1980,British Journal of Hospital Medicine,23,2,191-&,WOS:A1980JG97100008,,,#144,Simpson 1980,Exclusion reason: 6 not original estimates/ primary data; ,,INCLUDE,EXCLUDE
16,Viral Hemorrhagic Fevers of Man,"Simpson, D. I. H.",,1978.0,1978,Bulletin of the World Health Organization,56,6,819-832,WOS:A1978GF15200001,,,#146,Simpson 1978,"Exclusion reason: 6 not original estimates/ primary data; Natsuko Imai (2019-03-29 04:25:00)(Screen): This article reviews the current state of knowledge on the viral haemorrhagic fevers that infect man, namely smallpox, chikungunya fever, dengue fever, Rift Valley fever, yellow fever, Crimean haemorrhagic fever, Kyasanur Forest disease, Omsk haemorrhagic fever, Argentinian haemorrhagic fever (Junin virus), Bolivian haemorrhagic fever (Machupo virus), Lassa fever, haemorrhagic fever with renal syndrome, and Marburg and Ebola virus diseases.; ",review,INCLUDE,EXCLUDE
17,Lassa Fever First Case Diagnosed in Israel,"Shlaeffer, F.; Sikuler, E.; Keynan, A.","A 47-year-old Israeli contracted a febrile illness during a visit to Sierra Leone and Liberia. His clinical course was stormy and it was characterized by severe, lightning-like, neuralgic headache, high fever, hypertension and multi-organ involvement. The possibility of Lassa fever was raised shortly after admission and the diagnosis was proved to be a 1:1024 titer of indirect fluorescent antibodies a month after discharge. He recovered fully and none of his household or the exposed medical staff became ill. This is the first case of Lassa fever diagnosed in Israel. Despite its rarity in nonendemic areas, awareness and early recognition are important to ensure prompt isolation and effective therapy.",1988.0,1988,Harefuah,114,1,12-47,BCI:BCI198885112382,,,#156,Shlaeffer 1988,"Exclusion reason: 2 not English; David Jorgensen (2019-06-22 00:06:09)(Select): Hebrew
; ",,INCLUDE,EXCLUDE
18,New Viruses Associated with the Hemorrhagic Fever Syndrome,"Shelokov, A.",,1971.0,1971,Annals of the New York Academy of Sciences,174,2,990-992,BCI:BCI197107034537,,,#164,Shelokov 1971,Exclusion reason: 3 wrong pathogen / epi not main focus; ,,INCLUDE,EXCLUDE
19,"Descriptive analysis of Lassa fever outbreak data in Edo State, Nigeria, 2016","Seriki, I.; Okeke, L.; Irowa, O.",,2018.0,Aug,International Journal of Infectious Diseases,73,,193-193,WOS:000440345100418,,,#176,Seriki 2018,"Exclusion reason: 7 not peer reviewed; David Jorgensen (2019-06-22 00:01:19)(Select): poster abstract
; ",,INCLUDE,EXCLUDE
20,"Lassa, Marburg and Ebola - Newly Described African Fevers","Seah, S. K. K.",,1978.0,1978,Canadian Medical Association Journal,118,4,347-&,WOS:A1978EM26500003,,,#190,Seah 1978,Exclusion reason: 6 not original estimates/ primary data; ,,INCLUDE,EXCLUDE
21,Monitoring of clinical and laboratory data in two cases of imported Lassa fever,"Schmitz, H.; Kohler, B.; Laue, T.; Drosten, C.; Veldkamp, P. J.; Gunther, S.; Emmerich, P.; Geisen, H. P.; Fleischer, K.; Beersma, M. F. C.; Hoerauf, A.","During 2000, four cases of fatal Lassa fever were imported from Africa to Europe. In two patients, consecutive serum samples were available for monitoring of virus load and cytokine levels in addition to standard laboratory data. Both patients had non-specific early clinical symptoms including high fever. Patient 1 developed multi-organ failure and died of hemorrhagic shock on day 15 of illness, while patient 2 died of respiratory failure due to aspiration without hemorrhage on day 16, Ribavirin was administered to both patients beginning only on day 11. High serum aspartate aminotransferase and lactate dehydrogenase (LDH) levels were remark-able in both patients. Patient I had an initial virus load of 10(6) S RNA copies/ml as measured by real-time RT-PCR. Viremia increased steadily and reached a plateau of approximately 10(8)-10(9) copies/ml 4 days before death, while IFN-gamma and TNF-alpha rose to extremely high levels only shortly before death. In contrast, in patient 2 the virus load decreased from 10(7) to 10(6) copies/ml during the late stage of illness which was paralleled by a decrease in the IFN-gamma and TNF-alpha levels. The IL-10 level increased when specific Igm and IgG appeared. These data suggest that a high virus load and high levels of pro-inflammatory cytokines in the late stage of Lassa fever play an important role in the pathogenesis of hemorrhage, multi-organ failure, and shock in Lassa fever. (C) 2002 Editions scientifiques et medicales Elsevier SAS. All rights reserved.",2002.0,Jan,Microbes and Infection,4,1,43-50,WOS:000173916100006,,,#200,Schmitz 2002,Exclusion reason: 4 case report/study; ,,INCLUDE,EXCLUDE
22,Evidence against High Contagiousness of Lassa Fever,"Schlaeffer, F.; Barlavie, Y.; Sikuler, E.; Alkan, M.; Keynan, A.",,1988.0,Mar-Apr,Transactions of the Royal Society of Tropical Medicine and Hygiene,82,2,311-311,WOS:A1988N315400048,,,#205,Schlaeffer 1988,Exclusion reason: 4 case report/study; Natsuko Imai (2019-03-28 04:06:33)(Screen): conference abstract; ,,INCLUDE,EXCLUDE
23,Annual Incidence of Lassa Virus Infection in Southern Mali,"Safronetz, David; Sogoba, Nafomon; Diawara, Sory Ibrahim; Bane, Sidy; Rosenke, Kyle; Maiga, Ousmane; Boisen, Matt; Garry, Robert F.; Branco, Luis M.; Lindsay, L. Robbin; Traore, Sekou F.; Feldmann, Heinz; Doumbia, Seydou","Previously, we reported a high seroprevalence rate of Lassa virus antibodies in inhabitants of three villages in southern Mali where infected rodents have been demonstrated. Herein, we report a 1-year follow-up study in which we were able to collect a second blood samples from 88.7% of participants of the same cohort. We identified 23 seroconversions for IgG antibodies reactive against Lassa virus, representing an incidence of 6.3% (95% confidence interval = 3.8-8.8%). Seroconversion was frequently seen in preteenage children (12/23, 51.7%) and two household/familial clusters were identified. These results confirm active transmission of Lassa virus is occurring in southern Mali and appropriate diagnostic testing should be established for this etiological agent of severe viral hemorrhagic fever.",2017.0,2017,American Journal of Tropical Medicine and Hygiene,96,4,944-946,WOS:000401763000032,,,#235,Safronetz 2017,Exclusion reason: 5 no report of parameters ; ,,INCLUDE,EXCLUDE
24,"Detection of Lassa Virus, Mali","Safronetz, David; Lopez, Job E.; Sogoba, Nafomon; Traore, Sekou F.; Raffel, Sandra J.; Fischer, Elizabeth R.; Ebihara, Hideki; Branco, Luis; Garry, Robert F.; Schwan, Tom G.; Feldmann, Heinz","To determine whether Lassa virus was circulating in southern Mali, we tested samples from small mammals from 3 villages, including Soromba, where in 2009 a British citizen probably contracted a lethal Lassa virus infection. We report the isolation and genetic characterization of Lassa virus from an area previously unknown for Lassa fever.",2010.0,Jul,Emerging Infectious Diseases,16,7,1123-1126,WOS:000279522200012,,,#240,Safronetz 2010,Exclusion reason: 5 no report of parameters ; ,,INCLUDE,EXCLUDE
25,"Algorithms in Diagnosis and Management of Exotic Diseases .19. Major Tropical Viral-Infections - Smallpox, Yellow-Fever, and Lassa Fever","Robbins, F. C.; Mahmoud, A. A. F.; Warren, K. S.",,1977.0,1977,Journal of Infectious Diseases,135,2,341-346,WOS:A1977CX79900023,,,#270,Robbins 1977,Exclusion reason: 6 not original estimates/ primary data; Natsuko Imai (2019-03-28 03:10:15)(Screen): https://watermark.silverchair.com/135-2-341.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAmIwggJeBgkqhkiG9w0BBwagggJPMIICSwIBADCCAkQGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM_5kDcPfcJyFfX5lJAgEQgIICFUCULWiE1xhCuE9cWgt-3X-urx2kV6KRXfxCSEtWOM-hDsxIO7sjsZMFNBFYHkxgxRX23L5PbY2DDvsNhj1SgMeCZdC9Cp34RzZrMkrtvvfhGGV4Yta-VxTyN3cvwrmThUbtA-60gpBZ6FzW0iJ3VDVsXonUN3ybBX0BY7O5xkJCEOxqzZuTR87cZAbYKwttRUip0lIEOfoU17P9BpR6bCXwwZ20ALfp_CCfvTj74QUMJvOn7bpFTDMuuz8ODEdRVOkoav3t-bE2iw-3VmutgoYs1xGf3rw8_hHqk1V8nU9KN9gVVnAK4P5TnmVg3GBl1g6jVPIDfx0Ne3hoRGP9h28RK88ft5AoiyssRMmZhqOQVNmXfUMlFjcFSvSuEjzi2xhYDD8ArDC_UqR8UTpbte5rgCEOtAkdlVUg2-_ba7K0DLAkxltQEDkDL1ah4M3sSbJICkfldh9KNJe8DHivziMrpbcJU0TshHL6Dj7I9zWFGnFUMA1PhsJAiHp92uUemSfSJs6Qup_7rBxSjB4Svm0zc96WgjZVMG4Vj53oNOTJeVkSYwSlDN28ys7Vdw3hZnIMRkOIus_SaPuNX70gnF_izLcivm2Ql4qA_qoBcsDHRM2yLmlP0MZdIVEoIo7aF1gPPdfYmHCOZ1RTBLIZ-uLP3u5cMF5YlUfveo6-_5TFsSwmvx2G_RGOs_DVrEaO6bRdXYuY; ,review,INCLUDE,EXCLUDE
26,"Lassa fever: epidemiology, clinical features, and social consequences (vol 327, pg 1271, 2003)","Richmond, J. K.; Baglole, D. J.",,2004.0,Oct 2,British Medical Journal,329,7469,773-773,WOS:000224291800019,,,#275,Richmond 2004,Exclusion reason: 1 duplicate; Natsuko Imai (2019-03-28 04:00:25)(Screen): potentially duplicate?; ,Duplicate,INCLUDE,EXCLUDE
27,"Lassa fever: epidemiology, clinical features, and social consequences (vol 327, pg 1271, 2003)","Richmond, J. K.; Baglole, D.",,2004.0,Jan 10,British Medical Journal,328,7431,96-96,WOS:000187976400019,,,#277,Richmond 2004,Exclusion reason: 6 not original estimates/ primary data; Natsuko Imai (2019-10-03 00:23:45)(Select): including review as it summarises seroprevalence from other papers for easy ref; ,review,INCLUDE,EXCLUDE
28,Lassa fever,"Raeburn, P.",,1976.0,1976-Aug-26,Nursing times,72,34,37-8,MEDLINE:958983,,,#291,Raeburn 1976,Exclusion reason: 7 not peer reviewed; ,,INCLUDE,EXCLUDE
29,Lassa fever 1982,,,1983.0,1983-Jul-02,British medical journal (Clinical research ed.),287,6384,48-48,MEDLINE:6407689,,,#302,,Exclusion reason: 4 case report/study; Natsuko Imai (2019-03-29 01:41:28)(Screen): https://www.bmj.com/content/287/6384/48; ,,INCLUDE,EXCLUDE
30,"Arenavirus genomics: novel insights into viral diversity, origin, and evolution","Pontremoli, Chiara; Forni, Diego; Sironi, Manuela","Next-generation sequencing technologies have revolutionized our knowledge of virus diversity and evolution. In the case of arenaviruses, which are the focus of this review, metagenomic/metatranscriptomic approaches identified reptile-infecting and fish-infecting viruses, also showing that bi-segmented genomes are not a universal feature of the Arenaviridae family. Novel mammarenaviruses were described, allowing inference of their geographic origin and evolutionary dynamics. Extensive sequencing of Lassa virus (LASV) genomes revealed the zoonotic nature of most human infections and a Nigerian origin of LASV, which subsequently spread westward. Future efforts will likely identify many more arenaviruses and hopefully provide insight into the ultimate origin of the family, the pathogenic potential of its members, as well as the determinants of their geographic distribution.",2018.0,2018-Nov-26,Current Opinion in Virology,34,,18-28,MEDLINE:30497052,,,#310,Pontremoli 2018,Exclusion reason: 5 no report of parameters ; ,,INCLUDE,EXCLUDE
31,"Local, national, and regional viral haemorrhagic fever pandemic potential in Africa: a multistage analysis","Pigott, David M.; Deshpande, Aniruddha; Letourneau, Ian; Morozoff, Chloe; Reiner, Robert C., Jr.; Kraemer, Moritz U. G.; Brent, Shannon E.; Bogoch, Isaac I.; Khan, Kamran; Biehl, Molly H.; Burstein, Roy; Earl, Lucas; Fullman, Nancy; Messina, Jane P.; Mylne, Adrian Q. N.; Moyes, Catherine L.; Shearer, Freya M.; Bhatt, Samir; Brady, Oliver J.; Gething, Peter W.; Weiss, Daniel J.; Tatem, Andrew J.; Caley, Luke; De Groeve, Tom; Vernaccini, Luca; Golding, Nick; Horby, Peter; Kuhn, Jens H.; Laney, Sandra J.; Ng, Edmond; Piot, Peter; Sankoh, Osman; Murray, Christopher J. L.; Hay, Simon I.","Background Predicting when and where pathogens will emerge is difficult, yet, as shown by the recent Ebola and Zika epidemics, effective and timely responses are key. It is therefore crucial to transition from reactive to proactive responses for these pathogens. To better identify priorities for outbreak mitigation and prevention, we developed a cohesive framework combining disparate methods and data sources, and assessed subnational pandemic potential for four viral haemorrhagic fevers in Africa, Crimean-Congo haemorrhagic fever, Ebola virus disease, Lassa fever, and Marburg virus disease. Methods In this multistage analysis, we quantified three stages underlying the potential of widespread viral haemorrhagic fever epidemics. Environmental suitability maps were used to define stage 1, index-case potential, which assesses populations at risk of infection due to spillover from zoonotic hosts or vectors, identifying where index cases could present. Stage 2, outbreak potential, iterates upon an existing framework, the Index for Risk Management, to measure potential for secondary spread in people within specific communities. For stage 3, epidemic potential, we combined local and international scale connectivity assessments with stage 2 to evaluate possible spread of local outbreaks nationally, regionally, and internationally. Findings We found epidemic potential to vary within Africa, with regions where viral haemorrhagic fever outbreaks have previously occurred (eg, western Africa) and areas currently considered non-endemic (eg, Cameroon and Ethiopia) both ranking highly. Tracking transitions between stages showed how an index case can escalate into a widespread epidemic in the absence of intervention (eg, Nigeria and Guinea). Our analysis showed Chad, Somalia, and South Sudan to be highly susceptible to any outbreak at subnational levels. Interpretation Our analysis provides a unified assessment of potential epidemic trajectories, with the aim of allowing national and international agencies to pre-emptively evaluate needs and target resources. Within each country, our framework identifies at-risk subnational locations in which to improve surveillance, diagnostic capabilities, and health systems in parallel with the design of policies for optimal responses at each stage. In conjunction with pandemic preparedness activities, assessments such as ours can identify regions where needs and provisions do not align, and thus should be targeted for future strengthening and support.",2017.0,Dec 16,Lancet,390,10113,2662-2672,WOS:000418101000027,,,#317,Pigott 2017,Exclusion reason: 6 not original estimates/ primary data; ,,INCLUDE,EXCLUDE
32,Hemorrhagic fever viruses,"Pigott, D. C.","This article reviews the epidemiology, pathophysiology, and clinical management of patients with suspected or confirmed viral hemorrhagic fever infection. The focus is on clinical management based on case series from naturally occurring outbreaks of viral hemorrhagic fever infection as well as imported cases of viral hemorrhagic fever encountered in industrialized nations. The potential risk of bioterrorism involving these agents is discussed as well as emergency department and critical care management of isolated cases or larger outbreaks. Important aspects of management, including recognition of infected patients, isolation and decontamination procedures, as well as available vaccines and therapies are emphasized.",2005.0,Oct,Critical Care Clinics,21,4,765-+,WOS:000232378600009,,,#318,Pigott 2005,"Exclusion reason: 6 not original estimates/ primary data; Natsuko Imai (2019-10-23 23:32:49)(Select): review
; Natsuko Imai (2019-10-23 23:32:28)(Select): paper copy; ",,INCLUDE,EXCLUDE
33,"Mapping Transmission Risk of Lassa Fever in West Africa: The Importance of Quality Control, Sampling Bias, and Error Weighting","Peterson, A. Townsend; Moses, Lina M.; Bausch, Daniel G.","Lassa fever is a disease that has been reported from sites across West Africa; it is caused by an arenavirus that is hosted by the rodent M. natalensis. Although it is confined to West Africa, and has been documented in detail in some well-studied areas, the details of the distribution of risk of Lassa virus infection remain poorly known at the level of the broader region. In this paper, we explored the effects of certainty of diagnosis, oversampling in well-studied region, and error balance on results of mapping exercises. Each of the three factors assessed in this study had clear and consistent influences on model results, overestimating risk in southern, humid zones in West Africa, and underestimating risk in drier and more northern areas. The final, adjusted risk map indicates broad risk areas across much of West Africa. Although risk maps are increasingly easy to develop from disease occurrence data and raster data sets summarizing aspects of environments and landscapes, this process is highly sensitive to issues of data quality, sampling design, and design of analysis, with macrogeographic implications of each of these issues and the potential for misrepresenting real patterns of risk.",2014.0,Aug 8,Plos One,9,8,,WOS:000343231900002,,,#322,Peterson 2014,Exclusion reason: 5 no report of parameters ; ,,INCLUDE,EXCLUDE
34,Arena virus diseases,"Peters, Clarence J.",,1995.0,,,,,227-246,BCI:BCI199698707106,,,#328,Peters 1995,Exclusion reason: 7 not peer reviewed; Natsuko Imai (2019-10-26 03:08:11)(Select): exclude book; ,,INCLUDE,EXCLUDE
